"千葉県","4","0.02","3","0.02","12","0.09","80","0.62","374","2.88","22","0.17","30","0.23","-","-","41","0.32","14","0.11","4","0.03","1","0.03","6","0.18","-","-","-","-","-","-","-","-","-","-"
"東京都","-","-","6","0.02","29","0.11","80","0.31","1293","4.95","32","0.12","249","0.95","1","0.00","84","0.32","118","0.45","8","0.03","-","-","6","0.16","1","0.04","2","0.08","-","-","1","0.04","-","-"
"神奈川県","2","0.01","3","0.01","15","0.07","57","0.26","682","3.09","27","0.12","181","0.82","1","0.00","76","0.34","71","0.32","7","0.03","-","-","28","0.55","1","0.09","1","0.09","1","0.09","-","-","-","-"
"新潟県","-","-","1","0.02","27","0.47","62","1.09","257","4.51","6","0.11","30","0.53","-","-","18","0.32","55","0.96","1","0.02","1","0.10","-","-","-","-","-","-","-","-","-","-","-","-"
"富山県","-","-","6","0.21","16","0.55","11","0.38","74","2.55","3","0.10","73","2.52","-","-","12","0.41","23","0.79","2","0.07","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"石川県","-","-","-","-","7","0.24","8","0.28","101","3.48","-","-","106","3.66","-","-","10","0.34","65","2.24","1","0.03","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"福井県","-","-","5","0.22","17","0.74","6","0.26","89","3.87","4","0.17","19","0.83","-","-","13","0.57","14","0.61","1","0.04","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"山梨県","-","-","-","-","1","0.04","4","0.17","110","4.58","1","0.04","4","0.17","-","-","1","0.04","8","0.33","1","0.04","-","-","2","0.22","-","-","-","-","-","-","-","-","-","-"
"長野県","-","-","25","0.47","5","0.09","15","0.28","237","4.47","6","0.11","10","0.19","-","-","18","0.34","20","0.38","2","0.04","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"岐阜県","2","0.02","2","0.04","6","0.11","11","0.21","72","1.36","3","0.06","1","0.02","1","0.02","15","0.28","4","0.08","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"静岡県","2","0.01","-","-","16","0.18","15","0.17","327","3.67","5","0.06","8","0.09","-","-","32","0.36","43","0.48","3","0.03","-","-","2","0.09","-","-","-","-","-","-","-","-","-","-"
"愛知県","1","0.01","5","0.03","24","0.13","102","0.56","522","2.87","14","0.08","42","0.23","-","-","44","0.24","32","0.18","-","-","-","-","3","0.09","1","0.07","-","-","-","-","-","-","-","-"
"三重県","2","0.03","1","0.02","11","0.24","10","0.22","105","2.33","8","0.18","95","2.11","-","-","14","0.31","10","0.22","-","-","-","-","2","0.17","-","-","-","-","-","-","-","-","-","-"
"滋賀県","-","-","1","0.03","5","0.14","22","0.61","100","2.78","5","0.14","40","1.11","-","-","5","0.14","14","0.39","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"京都府","2","0.02","11","0.14","14","0.18","18","0.24","250","3.29","6","0.08","144","1.89","-","-","12","0.16","23","0.30","3","0.04","-","-","1","0.06","-","-","-","-","-","-","-","-","-","-"
"大阪府","1","0.00","36","0.18","29","0.15","62","0.31","1055","5.36","20","0.10","663","3.37","1","0.01","59","0.30","123","0.62","2","0.01","1","0.02","2","0.04","-","-","1","0.06","-","-","-","-","1","0.06"
"兵庫県","1","0.01","3","0.02","12","0.09","28","0.22","779","6.04","18","0.14","234","1.81","1","0.01","37","0.29","43","0.33","4","0.03","-","-","5","0.14","-","-","2","0.14","-","-","-","-","-","-"
"奈良県","-","-","7","0.21","4","0.12","7","0.21","153","4.50","8","0.24","122","3.59","2","0.06","18","0.53","10","0.29","-","-","-","-","3","0.30","-","-","1","0.17","1","0.17","-","-","-","-"
"和歌山県","-","-","5","0.17","8","0.27","8","0.27","88","2.93","5","0.17","89","2.97","-","-","10","0.33","11","0.37","1","0.03","-","-","1","0.25","-","-","-","-","-","-","-","-","-","-"
"鳥取県","-","-","1","0.05","9","0.47","39","2.05","104","5.47","20","1.05","37","1.95","-","-","3","0.16","27","1.42","-","-","-","-","2","0.40","-","-","-","-","-","-","-","-","-","-"
"島根県","-","-","3","0.13","7","0.30","13","0.57","91","3.96","4","0.17","36","1.57","-","-","10","0.43","11","0.48","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"岡山県","2","0.02","8","0.15","7","0.13","6","0.11","140","2.59","7","0.13","134","2.48","1","0.02","15","0.28","12","0.22","5","0.09","-","-","-","-","1","0.20","-","-","-","-","-","-","-","-"
"広島県","-","-","29","0.40","18","0.25","24","0.33","248","3.44","8","0.11","133","1.85","1","0.01","15","0.21","24","0.33","2","0.03","2","0.11","3","0.16","-","-","-","-","-","-","-","-","-","-"
"山口県","2","0.03","15","0.33","8","0.17","25","0.54","243","5.28","4","0.09","86","1.87","1","0.02","19","0.41","18","0.39","4","0.09","-","-","1","0.11","-","-","-","-","-","-","-","-","-","-"
"徳島県","-","-","-","-","3","0.13","1","0.04","90","3.91","4","0.17","90","3.91","-","-","6","0.26","6","0.26","3","0.13","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"香川県","-","-","-","-","11","0.39","8","0.29","80","2.86","2","0.07","170","6.07","-","-","12","0.43","24","0.86","1","0.04","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"愛媛県","-","-","3","0.08","4","0.11","41","1.11","194","5.24","16","0.43","95","2.57","-","-","19","0.51","11","0.30","1","0.03","-","-","4","0.50","-","-","-","-","1","0.17","-","-","-","-"
"高知県","-","-","-","-","3","0.11","9","0.32","57","2.04","3","0.11","4","0.14","3","0.11","14","0.50","2","0.07","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"福岡県","-","-","76","0.63","36","0.30","181","1.51","911","7.59","24","0.20","170","1.42","3","0.03","72","0.60","23","0.19","3","0.03","-","-","3","0.12","-","-","-","-","-","-","-","-","-","-"
"佐賀県","-","-","65","2.83","3","0.13","9","0.39","114","4.96","6","0.26","128","5.57","-","-","13","0.57","5","0.22","1","0.04","-","-","3","0.75","-","-","-","-","-","-","-","-","-","-"
"長崎県","-","-","12","0.27","14","0.32","133","3.02","277","6.30","5","0.11","133","3.02","2","0.05","15","0.34","15","0.34","2","0.05","-","-","2","0.25","1","0.08","-","-","-","-","-","-","-","-"
"熊本県","-","-","34","0.68","5","0.10","19","0.38","327","6.54","2","0.04","187","3.74","2","0.04","36","0.72","32","0.64","1","0.02","-","-","5","0.56","-","-","-","-","-","-","-","-","-","-"
"大分県","-","-","-","-","7","0.19","18","0.50","200","5.56","12","0.33","109","3.03","-","-","18","0.50","12","0.33","1","0.03","-","-","1","0.20","-","-","-","-","-","-","-","-","-","-"
"宮崎県","-","-","21","0.58","19","0.53","42","1.17","192","5.33","4","0.11","174","4.83","5","0.14","20","0.56","17","0.47","2","0.06","-","-","6","1.00","-","-","-","-","-","-","-","-","-","-"
"鹿児島県","1","0.01","140","2.59","39","0.72","22","0.41","313","5.80","11","0.20","339","6.28","1","0.02","12","0.22","44","0.81","4","0.07","-","-","-","-","-","-","1","0.08","-","-","-","-","-","-"
"沖縄県","1","0.02","88","2.59","12","0.35","28","0.82","39","1.15","6","0.18","65","1.91","-","-","5","0.15","17","0.50","1","0.03","-","-","1","0.11","-","-","2","0.29","-","-","-","-","-","-"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
